time,type,qty,price
12:47.2,sell,-767,26.61668179
12:47.4,sell,-101244,26.4250463
12:48.0,buy,49073,26.20008754
12:48.5,sell,-489458,26.24547646
12:49.3,sell,-33011,26.24174611
12:49.7,buy,488401,26.21564603
12:49.8,sell,-460804,26.63410071
12:50.7,sell,-50,26.49476043
12:50.7,buy,584522,26.17867583
12:51.6,sell,-20519,26.24293943
12:51.7,sell,-46032,26.11179016
12:52.4,buy,3675,25.94612054
12:52.6,buy,74942,26.2382756
12:53.5,buy,46061,26.47917254
12:54.5,buy,6319,26.60065851
12:55.2,sell,-7904,26.64895764
12:56.2,buy,9550,26.5594526
12:56.4,sell,-28494,26.57278531
12:56.5,buy,23292,26.48489417
12:56.8,sell,-38704,26.49280454
12:57.1,buy,3700,26.47041486
12:57.3,sell,-16328,26.50076745
12:58.0,sell,-118432,26.39033795
12:58.9,sell,-7608,26.31822296
12:59.0,buy,168980,26.22178041
12:59.4,buy,15376,26.22921071
12:59.7,buy,10820,26.45167247
13:00.3,sell,-14135,26.58442182
13:00.7,buy,13815,26.57521559
13:01.5,sell,-40279,26.58816285
13:02.4,sell,-2812,26.56985581
13:02.4,sell,-136872,26.55864402
13:02.7,buy,61123,26.5326006
13:02.9,buy,73521,26.58308647
13:03.4,sell,-11784,26.58624612
13:04.3,sell,-27384,26.52789922
13:04.7,sell,-77901,26.52060053
13:05.1,sell,-40173,26.46111969
13:05.3,sell,-91893,26.42729568
13:06.2,buy,268286,26.27860604
13:06.5,buy,10249,26.32218825
13:07.2,buy,21987,26.34996242
13:08.1,buy,1424,26.46524327
13:08.7,sell,-2213,26.50032224
13:08.7,buy,2723,26.26721721
13:09.4,sell,-43245,26.31904108
13:09.7,sell,-102133,26.31315969
13:10.7,buy,82504,26.26841795
13:11.7,buy,52720,26.87502196
13:12.2,buy,10467,27.22223964
13:12.3,sell,-180358,27.23049735
13:12.4,buy,146382,27.06162705
13:12.7,sell,-3845,27.07859601
13:13.5,sell,-152962,27.05714154
13:14.4,buy,10489,27.0521047
13:14.8,buy,167238,27.41446503
13:15.0,sell,-40121,27.42115074
13:15.2,sell,-7297,27.23119843
13:16.2,buy,15871,27.18393564
13:17.1,sell,-13352,27.23159755
13:17.7,buy,9442,27.19798553
13:18.5,buy,31226,27.6430167
13:18.6,sell,-125246,27.6570432
13:19.4,sell,-861,27.45160766
13:19.8,sell,-421,27.36863207
13:20.0,buy,64325,27.30769384
13:20.3,sell,-35289,27.33375005
13:20.9,sell,-3773,27.23538976
13:21.0,sell,-6241,27.20253704
13:21.5,sell,-31344,27.13683219
13:22.3,sell,-134,27.13210777
13:23.2,buy,108968,26.92194017
13:23.8,sell,-434216,26.96873213
13:23.8,sell,-116,26.96053108
13:24.3,sell,-20077,26.95814885
13:25.1,sell,-81594,26.94061785
13:25.5,buy,306939,26.92938165
13:26.0,sell,-7065,26.96342513
13:26.1,buy,180383,26.87651606
13:26.2,sell,-28444,26.88370902
13:27.2,buy,63594,26.83662727
13:27.5,sell,-80696,26.94214733
13:28.4,buy,69858,26.76741333
13:29.0,sell,-73953,26.76748297
13:29.4,sell,-346,26.62413612
13:29.8,buy,106719,26.31755055
13:30.4,buy,32403,26.32455818
13:30.4,buy,12988,26.4181917
13:31.2,sell,-442699,26.47033064
13:31.6,sell,-10983,26.42731141
13:32.6,buy,107734,26.38855291
13:33.4,sell,-43378,26.4979402
13:33.9,sell,-69635,26.45491635
13:34.4,sell,-3826,26.44238855
13:34.6,buy,282246,26.40397005
13:34.8,sell,-71,26.8506485
13:35.6,sell,-604,26.79960985
13:36.1,sell,-38515,26.59046346
13:36.3,buy,173861,26.5394571
13:36.5,buy,43687,26.54349716
13:37.2,sell,-6927,26.57775202
13:38.2,sell,-190544,26.38116744
13:39.1,sell,-16575,26.19998683
13:39.9,buy,87547,26.18343521
13:40.6,sell,-257312,26.20960545
13:40.9,buy,94809,26.2053511
13:41.4,buy,269297,26.22666194
13:42.2,sell,-33,26.23600363
13:42.8,buy,9069,26.09258177
13:43.5,sell,-133,26.10976994
13:44.0,sell,-63,25.95226296
13:44.7,sell,-36256,25.95098019
13:45.2,buy,40555,25.79961554
13:46.1,sell,-3,25.84391678
13:46.6,sell,-53,25.6842476
13:47.1,sell,-111715,25.68287662
13:47.1,buy,35505,25.57802426
13:47.7,buy,74416,25.63486165
13:47.8,sell,-62650,25.67976959
13:47.8,buy,63224,25.65216532
13:48.7,buy,8270,25.66481181
13:48.9,sell,-34182,25.82033219
13:49.1,buy,12368,25.77562584
13:49.4,buy,7962,25.79422883
13:49.7,buy,9230,25.83802634
13:50.3,buy,9128,25.86747266
13:51.0,buy,311,25.90664146
13:51.0,buy,20,26.06174609
13:51.2,buy,6,26.07877787
13:52.1,buy,3,26.08791663
13:52.7,buy,1,26.27887695
13:53.3,sell,-12962,26.32559073
13:54.1,sell,-4947,26.30600284
13:55.0,sell,-174,26.09953383
13:55.1,buy,8565,26.08078723
13:55.7,sell,-46,26.12254366
13:56.7,sell,-925,26.10843287
13:57.5,buy,6316,26.04714371
13:57.5,buy,256,26.17617345
13:57.9,sell,-17197,26.27144678
13:58.5,buy,15149,26.26723737
13:59.4,sell,-82612,26.27609894
14:00.2,buy,5692,26.25439657
14:00.2,sell,-42387,26.26194214
14:00.5,sell,-7183,26.00711484
14:01.5,sell,-28299,25.97788035
14:02.2,buy,70987,25.88750707
14:02.4,sell,-8597,25.96327788
14:02.6,sell,-404560,25.95447845
14:02.6,buy,463979,25.84521511
14:03.2,sell,-9961,25.84957141
14:03.5,buy,1720,25.36945753
14:03.7,buy,24461,25.4361167
14:04.4,sell,-100873,25.6538977
14:05.0,sell,-73015,25.60658842
14:05.3,sell,-9548,25.59353216
14:06.2,buy,162976,25.56249401
14:06.9,buy,22856,25.59974291
14:07.4,sell,-100657,25.69092519
14:08.2,sell,-35045,25.64844308
14:09.1,buy,112873,25.62024979
14:09.3,buy,7908,25.81244937
14:09.6,sell,-130779,25.82959402
14:10.3,sell,-233149,25.64038619
14:10.3,sell,-248,25.49026342
14:10.4,sell,-27961,25.35746464
14:10.5,buy,411384,25.35261905
14:10.7,sell,-192920,25.47987282
14:11.6,sell,-161036,25.47733071
14:12.5,buy,346534,25.47661217
14:13.0,sell,-88387,25.4862849
14:13.4,sell,-104405,25.46531876
14:13.8,sell,-128645,25.46195983
14:14.3,sell,-104625,25.24983692
14:14.7,sell,-332717,25.24247005
14:15.2,sell,-9507,25.23963087
14:15.7,sell,-5524,25.16581866
14:16.0,sell,-305109,25.16503335
14:16.1,sell,-9954,25.16068799
14:17.0,buy,1057413,25.14908015
14:18.0,buy,39673,25.40124668
14:18.9,buy,2161,25.56649565
14:19.4,sell,-3386,25.59734831
14:19.4,buy,3898,25.55851475
14:19.7,buy,4128,25.66487727
14:19.8,sell,-30687,25.89026065
14:20.4,buy,37867,25.78391731
14:20.7,sell,-29157,25.78731573
14:21.7,sell,-224971,25.78468434
14:22.5,sell,-24892,25.7416898
14:23.1,sell,-24049,25.22357858
14:23.7,buy,95897,24.93344744
14:24.3,buy,179914,24.97330416
14:24.6,buy,21304,24.99716755
14:25.3,sell,-254787,25.0343537
14:26.0,sell,-20140,25.03294171
14:26.3,buy,38831,24.98128096
14:27.2,buy,45772,25.11998056
14:27.9,sell,-293286,25.12142379
14:28.0,buy,484380,25.088587
14:28.8,buy,4989,25.09088004
14:29.6,buy,472,25.18282172
14:29.7,buy,95,25.2603526
14:30.1,sell,-30394,25.4737191
14:31.1,sell,-292,25.38252984
14:32.0,sell,-97372,25.33496773
14:32.5,sell,-33309,25.32618154
14:32.8,buy,161168,25.12295476
14:32.9,buy,677,25.13989318
14:33.2,sell,-4785,25.17354748
14:33.3,sell,-674,25.08709696
14:34.2,buy,1944,25.06388769
14:35.0,sell,-504051,25.08679426
14:35.3,buy,287663,25.04229585
14:36.0,buy,102521,25.06049031
14:36.1,buy,95022,25.07120295
14:37.1,buy,19962,25.07389242
14:37.4,buy,2753,25.08384866
14:37.9,sell,-30103,25.08511305
14:38.4,buy,19226,25.07583421
14:38.6,buy,3424,25.13905577
14:38.8,buy,7016,25.15753941
14:38.8,sell,-361947,25.25820495
14:39.1,sell,-636,25.22773865
14:39.3,sell,-105858,25.22734404
14:39.5,sell,-1832,25.16780164
14:39.6,sell,-5074,25.09694429
14:40.0,sell,-2144,25.04140002
14:40.7,sell,-4379,25.03937518
14:41.6,sell,-41847,24.98151261
14:42.0,sell,-3707,24.94181253
14:42.4,buy,353611,24.94150239
14:43.4,buy,139940,24.94157988
14:44.3,buy,19213,24.94253925
14:44.4,buy,9622,24.94940657
14:44.8,buy,2009,24.97260807
14:45.6,sell,-287163,25.01344677
14:46.2,buy,165134,24.99736397
14:47.1,sell,-227703,25.06541758
14:47.5,buy,240013,25.06047525
14:47.5,buy,34078,25.23631228
14:48.3,buy,36612,25.25698811
14:48.5,buy,29729,25.34585795
14:48.8,sell,-105826,25.39401323
14:49.6,buy,105306,25.24174583
14:49.9,buy,8162,25.2529959
14:50.9,buy,400,25.26811841
14:51.1,sell,-141,25.30403675
14:51.9,buy,3545,25.08464306
14:52.1,sell,-76123,25.11492154
14:53.0,buy,41172,24.95229185
14:53.5,sell,-3306,24.96150622
14:53.6,buy,30814,24.5498502
14:53.7,buy,3715,24.70723959
14:54.5,buy,3114,24.88582159
14:54.6,buy,1936,24.93545367
14:55.3,sell,-13985,24.94779156
14:55.4,buy,9449,24.94558439
14:55.8,buy,1139,25.07497758
14:56.7,buy,1915,25.10970655
14:57.5,sell,-124877,25.3226919
14:58.0,buy,11545,25.17217709
14:58.4,buy,8441,25.31490916
14:58.8,buy,73058,25.42714301
14:59.4,sell,-17804,25.47611195
14:59.5,buy,27356,25.37014597
15:00.5,buy,7327,25.89102519
15:00.7,buy,3548,26.01887038
15:01.2,buy,7648,26.07222334
15:01.6,sell,-8819,26.28747751
15:02.1,buy,10972,26.27930618
15:02.3,buy,1978,26.30418017
15:02.9,sell,-1466,26.33985278
15:03.1,buy,1020,26.29651789
15:03.4,buy,119,26.32359601
15:03.9,buy,1172,26.42608303
15:04.3,sell,-1828,26.65522964
15:04.3,sell,-40024,26.60664039
15:04.8,sell,-140910,26.59986966
15:05.5,sell,-26054,26.52467931
15:05.6,sell,-11640,26.49821907
15:06.2,sell,-261380,26.44383716
15:06.3,buy,438277,26.39796687
15:07.1,sell,-350693,26.39975854
15:07.8,buy,192778,26.12134006
15:08.5,buy,173573,26.35185956
15:08.9,buy,20778,26.404832
15:09.0,buy,1782,26.41866724
15:09.4,buy,3239,26.45439272
15:09.6,buy,1851,26.72456777
15:10.3,buy,455,26.76847114
15:11.1,sell,-18931,26.77525015
15:11.1,buy,11507,26.68556074
15:11.8,sell,-224975,26.88347694
15:11.8,sell,-12510,26.88170524
15:12.1,sell,-27445,26.84852918
15:12.9,buy,94532,26.71564107
15:13.9,buy,71803,26.71622629
15:14.5,buy,94090,26.71924833
15:14.7,sell,-7220,26.82709833
15:15.0,buy,19063,26.45793686
15:15.7,sell,-7673,26.50584869
15:15.9,sell,-9907,26.501277
15:16.8,buy,7298,26.37947894
15:17.1,buy,6442,26.38486895
15:18.0,buy,2792,26.41227641
15:18.1,sell,-28804,26.61984857
15:18.3,buy,17455,26.61272934
15:18.5,sell,-4512,26.82329776
15:18.7,buy,5709,26.81902388
15:18.8,sell,-77388,27.10089384
15:19.1,sell,-72902,26.78575196
15:19.3,buy,154631,26.77163169
15:19.9,sell,-390185,26.97184364
15:20.8,buy,84136,26.73953925
15:21.0,buy,250650,26.74258406
15:21.1,sell,-3354,27.04456521
15:21.7,sell,-5676,26.94248614
15:22.1,buy,18811,26.93915597
15:22.8,sell,-242434,26.94338201
15:23.3,sell,-5,26.87579418
15:23.3,buy,77647,26.81049967
15:23.9,buy,153953,26.97514745
15:24.1,buy,46947,26.97858314
15:24.4,buy,12620,27.04286892
15:24.7,buy,2476,27.17771294
15:25.1,buy,1316,27.18748354
15:25.2,sell,-47155,27.32620652
15:26.2,sell,-20115,27.30542935
15:27.1,sell,-43409,27.28316466
15:27.1,sell,-95109,27.28149339
15:27.2,sell,-14578,27.22091369
15:27.9,buy,165261,27.10510174
15:28.8,buy,30516,27.11304631
15:29.3,buy,7967,27.16084319
15:30.0,buy,16172,27.17021897
15:30.9,buy,510,27.32447146
15:31.7,buy,66,27.60881846
15:31.8,sell,-8328,27.71144592
15:32.7,buy,1541,27.64647131
15:33.0,buy,6093,28.04952088
15:33.1,buy,467,28.21976474
15:34.0,sell,-75180,28.42084967
15:34.8,sell,-8220,28.27505718
15:35.5,buy,46676,28.24767556
15:35.8,sell,-654872,28.26102546
15:36.0,buy,101984,28.14615996
15:36.2,buy,172214,28.19496828
15:36.8,sell,-1273,28.20342412
15:37.6,sell,-23814,28.11455995
15:37.8,sell,-55912,27.8670112
15:38.0,buy,142491,27.84484425
15:38.7,buy,28378,27.87984456
15:39.5,sell,-262619,28.05069229
15:40.1,sell,-48307,28.03694361
15:40.1,buy,255740,27.99236946
15:40.8,sell,-502345,28.33338869
15:41.0,buy,134707,28.32465497
15:42.0,buy,26684,28.33755173
15:42.2,sell,-4396,28.39900817
15:42.9,sell,-7,28.25956427
15:43.1,buy,516249,28.17477485
15:43.6,sell,-178326,28.18871706
15:44.3,sell,-163738,28.14778397
15:44.5,buy,93053,28.08388822
15:44.6,sell,-98410,28.22672766
15:44.9,sell,-27433,28.17393034
15:45.6,buy,481375,28.17187362
15:45.7,buy,11956,28.41096921
15:46.0,buy,73643,28.56222718
15:46.4,buy,18696,28.56913105
15:47.0,buy,104,28.65855892
15:47.6,sell,-46305,28.66486876
15:48.2,buy,45335,28.54467094
15:49.0,sell,-43205,28.55745558
15:49.6,buy,42849,28.37245932
15:49.8,buy,791,28.40522239
15:50.5,buy,188,28.45137763
15:51.3,buy,451,28.55849649
15:51.6,buy,86,28.75684137
15:52.2,buy,696,28.75819636
15:52.5,buy,54,29.11330754
15:52.6,buy,26,29.14716539
15:52.9,buy,86,29.41275815
15:53.1,sell,-304558,29.41280271
15:54.0,sell,-5601,29.31394611
15:54.9,buy,271399,29.30222205
15:55.2,buy,21777,29.33232246
15:55.2,buy,6326,29.36485273
15:55.9,sell,-1846,29.36557994
15:56.2,buy,6366,29.27667953
15:56.8,sell,-8295,29.29146982
15:57.6,buy,936,29.23920955
15:58.6,sell,-31973,29.34345532
15:58.9,buy,23273,29.29449471
15:59.3,sell,-54417,29.32005802
15:59.6,sell,-1507,29.28751397
16:00.0,sell,-2898,29.15645198
16:00.7,buy,22046,29.09120106
16:01.0,buy,22219,29.11308335
16:01.5,buy,35726,29.26954111
16:02.0,buy,575,29.38662238
16:02.9,sell,-80349,29.41999424
16:03.4,sell,-2582,29.21828703
16:04.3,buy,37558,28.97676638
16:04.9,sell,-585243,29.19550711
16:05.4,buy,191569,28.96619788
16:06.3,sell,-11861,29.31376764
16:06.9,buy,146430,29.27560592
16:07.7,buy,53242,29.3194317
16:08.3,sell,-68014,29.3453719
16:08.6,sell,-13980,29.34188858
16:09.0,sell,-3027,29.26248281
16:09.2,buy,95867,29.24306213
16:09.2,sell,-137063,29.31412128
16:09.6,buy,178432,29.28127668
16:09.8,buy,128053,29.49038673
16:10.5,sell,-64075,29.55653435
16:10.6,sell,-1138,29.53274431
16:10.6,sell,-17965,29.42148179
16:10.8,sell,-154549,29.30741306
16:11.7,sell,-29715,29.29363449
16:11.7,buy,12735,29.11299192
16:12.5,buy,178025,29.31173878
16:13.4,sell,-141486,29.57054692
16:14.3,sell,-8886,29.55506601
16:15.0,sell,-863961,29.55197818
16:15.4,buy,871183,29.14349162
16:15.9,buy,219702,29.14966932
16:16.0,sell,-3913,29.39872606
16:16.3,sell,-40074,29.17299526
16:16.4,sell,-285242,29.08950538
16:16.7,sell,-159012,29.06648762
16:17.6,buy,486971,29.06488382
16:18.1,buy,33099,29.06777774
16:18.3,buy,32166,29.08256778
16:18.4,sell,-20085,29.45415768
16:18.6,buy,23102,29.1156325
16:19.2,buy,3522,29.27225331
16:19.7,buy,381,29.31799952
16:20.2,sell,-141257,29.32706984
16:20.7,sell,-35065,29.32424951
16:20.9,sell,-26785,29.27244218
16:21.8,buy,111110,29.26872833
16:22.6,sell,-8544,29.28452165
16:22.9,sell,-44863,29.21625589
16:23.6,buy,86546,29.1904126
16:24.4,buy,18648,29.23121828
16:24.4,buy,30158,29.26425108
16:25.3,buy,2850,29.5616541
16:25.6,sell,-7037,29.63841433
16:26.5,buy,14082,29.62990849
16:27.5,buy,134,29.67553483
16:27.9,sell,-24321,29.68422978
16:28.0,buy,21817,29.63364284
16:28.6,sell,-792040,29.6339046
16:28.6,buy,468642,29.43595485
16:28.7,sell,-111945,29.61455504
16:28.8,sell,-15239,29.45194641
16:29.2,buy,427801,29.35047543
16:29.7,sell,-169488,29.40501158
16:30.1,buy,45408,29.39160819
16:30.8,buy,21367,29.42270904
16:31.5,sell,-163944,29.53681808
16:32.4,buy,216587,29.43224596
16:32.5,sell,-1697,29.43589678
16:32.8,sell,-21607,29.42449873
16:33.8,sell,-32707,29.4139335
16:34.0,sell,-4600,29.38315252
16:34.2,buy,72698,29.38071775
16:34.6,buy,4103,29.44500318
16:35.4,sell,-232017,29.54335756
16:36.2,sell,-15490,28.87045622
16:37.1,sell,-26745,28.81107753
16:37.7,buy,187599,28.62329803
16:38.2,sell,-45413,28.72359748
16:38.5,buy,80511,28.27362393
16:39.3,buy,20507,28.32593604
16:40.2,buy,72471,28.58058548
16:40.6,sell,-1668,28.63439518
16:41.2,sell,-5419,28.56206211
16:41.3,buy,18570,28.37826353
16:42.2,sell,-63137,28.38242276
16:42.7,sell,-83485,28.19194163
16:42.9,buy,38118,28.09117167
16:43.5,sell,-155329,28.2601336
16:44.3,sell,-299919,27.80318917
16:45.0,sell,-3072,27.79419125
16:45.8,sell,-302139,27.65862334
16:46.7,sell,-58698,27.52069206
16:46.7,sell,-34419,27.21865722
16:46.8,buy,397473,27.20591237
16:46.9,buy,355107,27.27996235
16:47.8,sell,-391070,27.4317107
16:48.0,sell,-412866,27.42694973
16:48.9,sell,-19945,27.41092628
16:49.2,buy,649149,27.30082987
16:49.6,sell,-59003,27.32155059
16:50.2,buy,356327,27.27812123
16:51.0,sell,-63829,27.35878793
16:51.9,sell,-161450,27.35470762
16:52.4,sell,-20611,27.31630813
16:52.6,buy,319987,27.27193462
16:53.1,sell,-2717,27.34400287
16:53.6,sell,-78898,27.19704891
16:54.4,buy,85955,27.17726749
16:55.0,sell,-16871,27.24532671
16:55.2,buy,22670,27.13474822
16:55.5,sell,-2,27.15528787
16:56.5,sell,-2816,27.13945507
16:56.5,sell,-1409197,27.09541089
16:56.6,buy,830594,26.85111345
16:57.2,sell,-7838,26.86188727
16:57.7,sell,-1198,26.66042477
16:58.2,buy,423688,26.61087111
16:58.4,sell,-114,26.61618766
16:58.7,sell,-71524,26.57811093
16:59.5,buy,230535,26.50465765
17:00.2,buy,6562,26.60174592
17:00.8,sell,-73125,26.78661096
17:01.2,sell,-48341,26.53521529
17:02.0,buy,83366,26.44290434
17:02.2,sell,-13979,26.53660332
17:03.0,sell,-180193,26.53007918
17:03.7,sell,-49945,26.51720757
17:04.7,sell,-22018,26.50884443
17:04.9,sell,-240883,26.49479632
17:05.5,sell,-3990,26.44736101
17:06.2,sell,-5917,26.35186325
17:06.3,sell,-25156,26.2864708
17:06.4,sell,-2420,26.2461348
17:06.6,buy,541314,25.59019904
17:07.4,sell,-46142,25.69028289
17:07.7,buy,38360,25.68782933
17:08.7,buy,2237,25.70317937
17:08.8,sell,-459,25.79086443
17:09.3,buy,33517,25.7791052
17:10.2,buy,13798,25.87104164
17:10.2,sell,-64806,25.8947065
17:10.7,buy,62935,25.88836155
17:11.5,sell,-330223,25.9700992
17:12.2,sell,-143106,25.84089572
17:12.7,buy,44448,25.61197686
17:13.5,buy,341996,25.8350094
17:14.1,buy,54204,26.10048507
17:14.4,buy,24135,26.14635418
17:15.2,buy,3855,26.34344771
17:15.7,sell,-14956,26.35999067
17:15.8,buy,22970,26.27517403
17:16.3,sell,-11159,26.36215914
17:16.8,sell,-7789,26.3492908
17:16.9,buy,16613,26.3131185
17:17.4,sell,-4599,26.31596281
17:17.6,sell,-159164,26.280545
17:18.3,sell,-153494,26.23604765
17:19.2,buy,135915,26.17935154
17:19.8,buy,136013,26.2038298
17:20.3,buy,1465,26.30053464
17:21.0,sell,-20821,26.43721795
17:21.1,sell,-2,26.35862931
17:21.4,sell,-259756,26.34235055
17:21.9,buy,258068,26.31577429
17:22.4,sell,-131101,26.38013222
17:23.2,sell,-33165,26.36297646
17:23.5,sell,-11380,26.26995171
17:24.2,buy,33006,26.15745364
17:24.9,sell,-12903,26.19236112
17:25.4,sell,-1181,26.18795306
17:25.8,buy,224970,26.04699773
17:26.2,sell,-1911,26.11354895
17:26.9,buy,5446,26.09141155
17:27.3,buy,2847,26.11582118
17:27.5,buy,413,26.13508979
17:28.1,buy,130,26.26797314
17:28.7,sell,-5306,26.40618791
17:29.7,buy,8035,26.39162139
17:30.5,buy,86,26.73508617
17:31.4,buy,217,26.88683475
17:31.9,buy,13,26.99972589
17:32.9,buy,2,27.09196603
17:33.8,buy,2,27.14583525
17:34.3,sell,-43356,27.26384822
17:35.3,buy,9328,26.91559083
17:35.7,buy,7786,26.96467134
17:35.7,sell,-68187,26.96564263
17:36.6,sell,-587269,26.89125221
17:36.6,buy,275918,26.83972752
17:36.9,sell,-102018,26.93110823
17:37.5,buy,337379,26.91159277
17:37.9,buy,137871,26.92627153
17:38.5,sell,-299217,27.34277896
17:38.8,sell,-146025,27.14485771
17:39.5,sell,-25437,27.14301658
17:39.5,sell,-9333,27.00804053
17:39.8,buy,385017,26.92502518
17:40.4,buy,27717,27.05404475
17:41.2,buy,82645,27.17422789
17:41.9,buy,2315,27.17775842
17:42.1,sell,-124779,27.19745092
17:43.0,sell,-370460,27.15645742
17:43.4,buy,85690,27.05103056
17:44.2,sell,-36799,27.19198122
17:44.5,sell,-43601,27.07879686
17:44.6,buy,255691,27.03931504
17:45.3,sell,-1071,27.08973779
17:45.8,sell,-1312,27.08830181
17:45.9,buy,191961,27.08349255
17:46.3,buy,5217,27.11842138
17:47.1,buy,50335,27.2840959
17:47.2,buy,766,27.29521989
17:47.5,buy,1788,27.47186726
17:47.7,sell,-1585,27.53897614
17:48.7,buy,1316,27.5046204
17:49.1,sell,-5401,27.69398792
17:50.0,sell,-285142,27.6931171
17:50.9,sell,-194027,27.46394271
17:51.4,sell,-46584,27.39801053
17:51.8,buy,338850,27.28060176
17:51.9,sell,-7752,27.42914369
17:52.6,buy,147482,27.33457246
17:53.2,buy,27110,27.33996815
17:53.5,sell,-33417,27.35710044
17:53.6,buy,43762,27.1141445
17:54.2,sell,-29739,27.33393487
17:54.8,sell,-20050,27.25871761
17:55.8,buy,52579,27.24501696
17:55.8,sell,-375160,27.25309214
17:56.3,buy,203117,27.1349116
17:56.6,buy,30338,27.22134446
17:57.4,buy,9880,27.41971069
17:58.3,sell,-23083,27.58074307
17:58.4,sell,-75,27.55169314
17:58.9,sell,-2383,27.48665653
17:59.6,buy,18778,27.48090692
18:00.2,buy,47746,27.58756896
18:00.6,sell,-1443,27.60203322
18:00.8,buy,2405,27.56970073
18:01.2,sell,-13032,27.69906781
18:01.7,buy,99165,27.67245232
18:02.6,sell,-189433,27.70942223
18:02.8,buy,75299,27.39904235
18:03.5,buy,130779,27.88065955
18:04.3,sell,-16489,28.13080346
18:05.1,sell,-15390,27.57171426
18:05.9,sell,-65835,27.56308992
18:06.5,sell,-13671,27.54538614
18:07.2,sell,-24154,27.51087497
18:07.7,buy,24441,27.4010446
18:08.4,buy,22025,27.52562111
18:08.9,sell,-42770,27.64827201
18:09.4,buy,105348,27.40329855
18:09.5,sell,-101834,27.49942334
18:09.7,buy,109782,27.47017288
18:09.8,sell,-33385,27.472889
18:10.0,sell,-3593,27.47222371
18:10.2,buy,16635,27.3948977
18:10.5,sell,-74978,27.46566426
18:11.2,sell,-115675,27.31803561
18:11.7,sell,-9562,27.2458591
18:12.3,buy,41730,27.20939347
18:12.9,buy,109408,27.22006231
18:13.0,sell,-145195,27.33968969
18:13.8,sell,-295179,27.28760396
18:14.4,buy,115245,27.20225391
18:15.3,buy,247513,27.27550483
18:15.4,sell,-71711,27.41904054
18:15.6,buy,50075,27.21730107
18:16.3,sell,-309493,27.22460576
18:16.8,sell,-3000,27.2095716
18:17.6,buy,336390,27.19968394
18:18.6,buy,94559,27.27681279
18:19.2,sell,-295099,27.3552334
18:19.8,sell,-748,27.21857219
18:20.2,sell,-124850,27.05388716
18:20.9,sell,-5034,27.04897166
18:21.0,sell,-6223,27.04316127
18:21.1,sell,-9395,26.9347454
18:21.2,sell,-7062,26.93265341
18:21.2,buy,398824,26.9156557
18:21.9,sell,-69414,26.95403074
18:22.4,sell,-115823,26.93506981
18:22.6,buy,5013,26.90712391
18:22.9,sell,-163593,26.92295174
18:23.1,sell,-22263,26.89024316
18:24.0,buy,418961,26.59579464
18:24.2,buy,19106,27.21346501
18:25.0,buy,1171,27.21667417
18:25.7,sell,-17812,27.29425061
18:26.3,buy,20614,27.28574336
18:27.1,buy,30902,27.40724745
18:28.0,buy,5864,27.41125353
18:28.4,sell,-9726,27.46347693
18:28.9,sell,-24648,27.4496272
18:29.2,sell,-1219,27.42144428
18:29.3,buy,3728,27.23627039
18:29.7,sell,-2167,27.2738859
18:30.4,sell,-15578,27.27303641
18:31.2,buy,28623,27.27233651
18:32.0,sell,-120256,27.35697602
18:32.2,sell,-11,27.32414915
18:32.5,buy,128134,27.30945738
18:33.4,sell,-17319,27.33412011
18:34.2,sell,-7900,27.32642289
18:34.5,buy,13074,27.27738986
18:35.3,buy,21975,27.27893668
18:35.5,buy,6056,27.37885079
18:36.3,sell,-6494,27.38354524
18:37.0,buy,10165,27.32588815
18:37.4,buy,4,27.33114427
18:37.5,sell,-29760,27.38750227
18:38.3,sell,-1076,27.38338804
18:38.8,sell,-7258,27.38299354
18:39.4,buy,35770,27.3359055
18:40.1,sell,-23362,27.43459111
18:41.1,buy,14900,27.43085901
18:41.7,sell,-710,27.70510559
18:42.1,buy,10728,27.63235803
18:43.1,sell,-29483,27.75312974
18:43.5,sell,-424952,27.65659031
18:43.6,sell,-8281,27.59197278
18:44.1,buy,307386,27.57786407
18:44.5,sell,-455359,27.60694579
18:45.5,buy,574050,27.29973713
18:45.7,sell,-591235,27.37216035
18:46.1,buy,581648,27.25848511
18:46.8,buy,41717,27.26834445
18:47.6,sell,-83811,27.30625617
18:48.5,sell,-11474,27.11855606
18:49.5,sell,-2901,27.0595123
18:50.2,buy,20845,27.05719707
18:51.1,buy,38333,27.12001378
18:51.2,sell,-21646,27.1218529
18:51.4,buy,54196,27.04316662
18:51.5,buy,10474,27.04723017
18:52.1,buy,638,27.06423425
18:52.7,buy,265,27.15375477
18:53.2,sell,-1796,27.18847974
18:54.1,sell,-10659,26.97090993
18:54.7,buy,5314,26.93395203
18:54.8,buy,4979,26.93518758
18:55.0,sell,-90633,26.94684748
18:55.9,sell,-273513,26.82041593
18:56.7,buy,214892,26.79287574
18:56.9,sell,-73331,26.82545112
18:57.4,buy,61298,26.81763134
18:57.8,sell,-26101,27.18749565
18:58.4,sell,-238781,27.18250539
18:58.6,sell,-8163,26.92898736
18:59.1,sell,-24940,26.88895104
18:59.7,sell,-24011,26.82172257
19:00.1,buy,15611,26.79967034
19:01.1,sell,-11687,26.8156801
19:01.7,buy,33052,26.73524881
19:02.3,sell,-427791,26.7873692
19:03.1,sell,-21284,26.77642924
19:04.0,sell,-275,26.51338654
19:04.3,sell,-62169,26.26542388
19:05.1,sell,-8910,26.22419485
19:05.5,sell,-113840,26.22311387
